ElectionDate	PartyCode	PartyName	RaceCode	RaceName	CountyCode	CountyName	Juris1num	Juris2num	Precincts	PrecinctsReporting	CanNameLast	CanNameFirst	CanNameMiddle	CanVotes
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 1	ESC	Escambia	001	 	80	80	Gaetz	Matt		29272
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 1	HOL	Holmes	001	 	6	6	Gaetz	Matt		2131
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 1	OKA	Okaloosa	001	 	52	52	Gaetz	Matt		25861
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 1	SAN	Santa Rosa	001	 	41	41	Gaetz	Matt		21536
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 1	WAL	Walton	001	 	21	21	Gaetz	Matt		8657
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 1	ESC	Escambia	001	 	80	80	Merk	Greg		4240
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 1	HOL	Holmes	001	 	6	6	Merk	Greg		157
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 1	OKA	Okaloosa	001	 	52	52	Merk	Greg		2385
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 1	SAN	Santa Rosa	001	 	41	41	Merk	Greg		2696
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 1	WAL	Walton	001	 	21	21	Merk	Greg		749
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 1	ESC	Escambia	001	 	80	80	Mills	John		3477
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 1	HOL	Holmes	001	 	6	6	Mills	John		260
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 1	OKA	Okaloosa	001	 	52	52	Mills	John		3110
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 1	SAN	Santa Rosa	001	 	41	41	Mills	John		2454
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 1	WAL	Walton	001	 	21	21	Mills	John		1082
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 3	ALA	Alachua	003	 	63	63	Cammack	Kat		4519
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 3	BRA	Bradford	003	 	14	14	Cammack	Kat		1441
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 3	CLA	Clay	003	 	47	47	Cammack	Kat		8482
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 3	MRN	Marion	003	 	51	51	Cammack	Kat		3892
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 3	PUT	Putnam	003	 	35	35	Cammack	Kat		2564
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 3	UNI	Union	003	 	8	8	Cammack	Kat		781
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 3	ALA	Alachua	003	 	63	63	Chamberlin	Ryan	D.	538
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 3	BRA	Bradford	003	 	14	14	Chamberlin	Ryan	D.	95
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 3	CLA	Clay	003	 	47	47	Chamberlin	Ryan	D.	1399
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 3	MRN	Marion	003	 	51	51	Chamberlin	Ryan	D.	2724
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 3	PUT	Putnam	003	 	35	35	Chamberlin	Ryan	D.	278
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 3	UNI	Union	003	 	8	8	Chamberlin	Ryan	D.	33
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 3	ALA	Alachua	003	 	63	63	Chase	Todd		3559
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 3	BRA	Bradford	003	 	14	14	Chase	Todd		302
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 3	CLA	Clay	003	 	47	47	Chase	Todd		2396
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 3	MRN	Marion	003	 	51	51	Chase	Todd		1421
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 3	PUT	Putnam	003	 	35	35	Chase	Todd		418
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 3	UNI	Union	003	 	8	8	Chase	Todd		69
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 3	ALA	Alachua	003	 	63	63	Engelbrecht	Bill		144
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 3	BRA	Bradford	003	 	14	14	Engelbrecht	Bill		50
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 3	CLA	Clay	003	 	47	47	Engelbrecht	Bill		1381
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 3	MRN	Marion	003	 	51	51	Engelbrecht	Bill		241
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 3	PUT	Putnam	003	 	35	35	Engelbrecht	Bill		173
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 3	UNI	Union	003	 	8	8	Engelbrecht	Bill		12
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 3	ALA	Alachua	003	 	63	63	Millado	Joe	Dallas	289
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 3	BRA	Bradford	003	 	14	14	Millado	Joe	Dallas	23
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 3	CLA	Clay	003	 	47	47	Millado	Joe	Dallas	643
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 3	MRN	Marion	003	 	51	51	Millado	Joe	Dallas	162
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 3	PUT	Putnam	003	 	35	35	Millado	Joe	Dallas	47
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 3	UNI	Union	003	 	8	8	Millado	Joe	Dallas	4
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 3	ALA	Alachua	003	 	63	63	Rollins	Gavin		2865
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 3	BRA	Bradford	003	 	14	14	Rollins	Gavin		546
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 3	CLA	Clay	003	 	47	47	Rollins	Gavin		6577
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 3	MRN	Marion	003	 	51	51	Rollins	Gavin		1583
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 3	PUT	Putnam	003	 	35	35	Rollins	Gavin		1233
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 3	UNI	Union	003	 	8	8	Rollins	Gavin		314
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 3	ALA	Alachua	003	 	63	63	Sapp	Judson		2368
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 3	BRA	Bradford	003	 	14	14	Sapp	Judson		1323
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 3	CLA	Clay	003	 	47	47	Sapp	Judson		7517
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 3	MRN	Marion	003	 	51	51	Sapp	Judson		2731
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 3	PUT	Putnam	003	 	35	35	Sapp	Judson		2565
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 3	UNI	Union	003	 	8	8	Sapp	Judson		676
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 3	ALA	Alachua	003	 	63	63	St. George	James		1431
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 3	BRA	Bradford	003	 	14	14	St. George	James		679
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 3	CLA	Clay	003	 	47	47	St. George	James		6470
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 3	MRN	Marion	003	 	51	51	St. George	James		1711
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 3	PUT	Putnam	003	 	35	35	St. George	James		1520
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 3	UNI	Union	003	 	8	8	St. George	James		314
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 3	ALA	Alachua	003	 	63	63	Theus	David		171
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 3	BRA	Bradford	003	 	14	14	Theus	David		71
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 3	CLA	Clay	003	 	47	47	Theus	David		1426
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 3	MRN	Marion	003	 	51	51	Theus	David		116
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 3	PUT	Putnam	003	 	35	35	Theus	David		78
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 3	UNI	Union	003	 	8	8	Theus	David		12
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 3	ALA	Alachua	003	 	63	63	Wells	Amy	Pope	520
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 3	BRA	Bradford	003	 	14	14	Wells	Amy	Pope	108
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 3	CLA	Clay	003	 	47	47	Wells	Amy	Pope	2159
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 3	MRN	Marion	003	 	51	51	Wells	Amy	Pope	555
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 3	PUT	Putnam	003	 	35	35	Wells	Amy	Pope	190
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 3	UNI	Union	003	 	8	8	Wells	Amy	Pope	32
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 3	ALA	Alachua	003	 	63	63	Christensen	Adam		12217
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 3	BRA	Bradford	003	 	14	14	Christensen	Adam		696
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 3	CLA	Clay	003	 	47	47	Christensen	Adam		3249
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 3	MRN	Marion	003	 	51	51	Christensen	Adam		3024
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 3	PUT	Putnam	003	 	35	35	Christensen	Adam		1594
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 3	UNI	Union	003	 	8	8	Christensen	Adam		293
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 3	ALA	Alachua	003	 	63	63	Dodds	Philip		13015
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 3	BRA	Bradford	003	 	14	14	Dodds	Philip		593
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 3	CLA	Clay	003	 	47	47	Dodds	Philip		2422
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 3	MRN	Marion	003	 	51	51	Dodds	Philip		2489
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 3	PUT	Putnam	003	 	35	35	Dodds	Philip		935
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 3	UNI	Union	003	 	8	8	Dodds	Philip		276
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 3	ALA	Alachua	003	 	63	63	Wells	Tom		11684
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 3	BRA	Bradford	003	 	14	14	Wells	Tom		730
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 3	CLA	Clay	003	 	47	47	Wells	Tom		2973
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 3	MRN	Marion	003	 	51	51	Wells	Tom		2858
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 3	PUT	Putnam	003	 	35	35	Wells	Tom		1736
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 3	UNI	Union	003	 	8	8	Wells	Tom		309
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 4	DUV	Duval	004	 	120	120	Aguilar	Erick	J.	8538
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 4	NAS	Nassau	004	 	15	15	Aguilar	Erick	J.	4113
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 4	STJ	St. Johns	004	 	44	44	Aguilar	Erick	J.	7147
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 4	DUV	Duval	004	 	120	120	Rutherford	John	H.	42030
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 4	NAS	Nassau	004	 	15	15	Rutherford	John	H.	13452
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 4	STJ	St. Johns	004	 	44	44	Rutherford	John	H.	24619
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 5	BAK	Baker	005	 	9	9	Adler	Gary		2117
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 5	CLM	Columbia	005	 	9	9	Adler	Gary		287
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 5	DUV	Duval	005	 	101	101	Adler	Gary		9041
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 5	GAD	Gadsden	005	 	25	25	Adler	Gary		849
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 5	HAM	Hamilton	005	 	8	8	Adler	Gary		345
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 5	JEF	Jefferson	005	 	16	16	Adler	Gary		546
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 5	LEO	Leon	005	 	90	90	Adler	Gary		3589
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 5	MAD	Madison	005	 	11	11	Adler	Gary		659
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 5	BAK	Baker	005	 	9	9	Wagoner	Roger		2501
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 5	CLM	Columbia	005	 	9	9	Wagoner	Roger		278
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 5	DUV	Duval	005	 	101	101	Wagoner	Roger		6842
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 5	GAD	Gadsden	005	 	25	25	Wagoner	Roger		797
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 5	HAM	Hamilton	005	 	8	8	Wagoner	Roger		1155
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 5	JEF	Jefferson	005	 	16	16	Wagoner	Roger		835
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 5	LEO	Leon	005	 	90	90	Wagoner	Roger		2692
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 5	MAD	Madison	005	 	11	11	Wagoner	Roger		912
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 5	BAK	Baker	005	 	9	9	Chester	Albert		425
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 5	CLM	Columbia	005	 	9	9	Chester	Albert		371
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 5	DUV	Duval	005	 	101	101	Chester	Albert		16553
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 5	GAD	Gadsden	005	 	25	25	Chester	Albert		1370
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 5	HAM	Hamilton	005	 	8	8	Chester	Albert		536
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 5	JEF	Jefferson	005	 	16	16	Chester	Albert		314
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 5	LEO	Leon	005	 	90	90	Chester	Albert		4540
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 5	MAD	Madison	005	 	11	11	Chester	Albert		470
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 5	BAK	Baker	005	 	9	9	Holloway	LaShonda	"L.J."	202
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 5	CLM	Columbia	005	 	9	9	Holloway	LaShonda	"L.J."	118
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 5	DUV	Duval	005	 	101	101	Holloway	LaShonda	"L.J."	12147
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 5	GAD	Gadsden	005	 	25	25	Holloway	LaShonda	"L.J."	981
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 5	HAM	Hamilton	005	 	8	8	Holloway	LaShonda	"L.J."	255
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 5	JEF	Jefferson	005	 	16	16	Holloway	LaShonda	"L.J."	195
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 5	LEO	Leon	005	 	90	90	Holloway	LaShonda	"L.J."	3282
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 5	MAD	Madison	005	 	11	11	Holloway	LaShonda	"L.J."	198
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 5	BAK	Baker	005	 	9	9	Lawson	Al		883
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 5	CLM	Columbia	005	 	9	9	Lawson	Al		614
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 5	DUV	Duval	005	 	101	101	Lawson	Al		19040
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 5	GAD	Gadsden	005	 	25	25	Lawson	Al		8897
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 5	HAM	Hamilton	005	 	8	8	Lawson	Al		869
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 5	JEF	Jefferson	005	 	16	16	Lawson	Al		1841
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 5	LEO	Leon	005	 	90	90	Lawson	Al		18997
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 5	MAD	Madison	005	 	11	11	Lawson	Al		1682
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 6	FLA	Flagler	006	 	25	25	Curtis	Clint		5602
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 6	LAK	Lake	006	 	26	26	Curtis	Clint		2722
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 6	STJ	St. Johns	006	 	9	9	Curtis	Clint		1472
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 6	VOL	Volusia	006	 	125	125	Curtis	Clint		20653
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 6	FLA	Flagler	006	 	25	25	Thripp	Richard		4534
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 6	LAK	Lake	006	 	26	26	Thripp	Richard		2349
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 6	STJ	St. Johns	006	 	9	9	Thripp	Richard		1311
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 6	VOL	Volusia	006	 	125	125	Thripp	Richard		20467
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 7	ORA	Orange	007	 	63	63	Goble	Richard		6019
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 7	SEM	Seminole	007	 	90	90	Goble	Richard		13168
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 7	ORA	Orange	007	 	63	63	Valentin	Leo		6245
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 7	SEM	Seminole	007	 	90	90	Valentin	Leo		13596
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 7	ORA	Orange	007	 	63	63	Zhao	Yukong		3773
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 7	SEM	Seminole	007	 	90	90	Zhao	Yukong		8557
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 8	BRE	Brevard	008	 	171	171	Caine	Scott		23106
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 8	IND	Indian River	008	 	35	35	Caine	Scott		9268
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 8	ORA	Orange	008	 	6	6	Caine	Scott		578
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 8	BRE	Brevard	008	 	171	171	Posey	Bill		40100
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 8	IND	Indian River	008	 	35	35	Posey	Bill		14028
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 8	ORA	Orange	008	 	6	6	Posey	Bill		733
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 9	ORA	Orange	009	 	34	34	Castillo	Jose		1680
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 9	OSC	Osceola	009	 	95	95	Castillo	Jose		3004
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 9	POL	Polk	009	 	77	77	Castillo	Jose		3911
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 9	ORA	Orange	009	 	34	34	Olson	William	P. "Bill"	3072
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 9	OSC	Osceola	009	 	95	95	Olson	William	P. "Bill"	7566
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 9	POL	Polk	009	 	77	77	Olson	William	P. "Bill"	10113
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 9	ORA	Orange	009	 	34	34	Ortiz	Sergio	E.	737
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 9	OSC	Osceola	009	 	95	95	Ortiz	Sergio	E.	1312
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 9	POL	Polk	009	 	77	77	Ortiz	Sergio	E.	1631
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 9	ORA	Orange	009	 	34	34	Wright	Christopher		1900
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 9	OSC	Osceola	009	 	95	95	Wright	Christopher		3587
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 9	POL	Polk	009	 	77	77	Wright	Christopher		4190
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 10	ORA	Orange	010	 	144	144	Francois	Vennia		21485
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 10	ORA	Orange	010	 	144	144	Montague	Willie	J.	11498
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 13	PIN	Pinellas	013	 	241	241	Buck	George		16371
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 13	PIN	Pinellas	013	 	241	241	Griffin	Sheila		4329
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 13	PIN	Pinellas	013	 	241	241	Luna	Anna	Paulina	22941
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 13	PIN	Pinellas	013	 	241	241	Makki	Amanda		17967
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 13	PIN	Pinellas	013	 	241	241	Newby	Sharon	Barry	1866
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 14	HIL	Hillsborough	014	 	209	209	Elliott	Paul	Sidney	13257
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 14	HIL	Hillsborough	014	 	209	209	Quinn	Christine	Y.	24077
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 15	HIL	Hillsborough	015	 	109	109	Franklin	Scott		12771
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 15	LAK	Lake	015	 	20	20	Franklin	Scott		3570
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 15	POL	Polk	015	 	65	65	Franklin	Scott		14395
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 15	HIL	Hillsborough	015	 	109	109	Spano	Ross		16765
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 15	LAK	Lake	015	 	20	20	Spano	Ross		3827
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 15	POL	Polk	015	 	65	65	Spano	Ross		8673
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 15	HIL	Hillsborough	015	 	109	109	Cohn	Alan		9682
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 15	LAK	Lake	015	 	20	20	Cohn	Alan		3427
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 15	POL	Polk	015	 	65	65	Cohn	Alan		7970
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 15	HIL	Hillsborough	015	 	109	109	Hattersley	Adam		9339
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 15	LAK	Lake	015	 	20	20	Hattersley	Adam		2270
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 15	POL	Polk	015	 	65	65	Hattersley	Adam		5369
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 15	HIL	Hillsborough	015	 	109	109	Philippe	Jesse		7829
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 15	LAK	Lake	015	 	20	20	Philippe	Jesse		1976
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 15	POL	Polk	015	 	65	65	Philippe	Jesse		3579
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 18	MRT	Martin	018	 	28	28	Mast	Brian		20461
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 18	PAL	Palm Beach	018	 	254	254	Mast	Brian		22571
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 18	STL	St. Lucie	018	 	64	64	Mast	Brian		19089
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 18	MRT	Martin	018	 	28	28	Vessio	Nick		2897
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 18	PAL	Palm Beach	018	 	254	254	Vessio	Nick		4154
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 18	STL	St. Lucie	018	 	64	64	Vessio	Nick		3030
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 18	MRT	Martin	018	 	28	28	Keith	Pam		9117
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 18	PAL	Palm Beach	018	 	254	254	Keith	Pam		22599
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 18	STL	St. Lucie	018	 	64	64	Keith	Pam		21205
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 18	MRT	Martin	018	 	28	28	Vazquez	Oz		2413
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 18	PAL	Palm Beach	018	 	254	254	Vazquez	Oz		5194
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 18	STL	St. Lucie	018	 	64	64	Vazquez	Oz		5778
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 19	CLL	Collier	019	 	35	35	Aquino	Darren		448
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 19	LEE	Lee	019	 	112	112	Aquino	Darren		1018
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 19	CLL	Collier	019	 	35	35	Askar	Casey		6657
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 19	LEE	Lee	019	 	112	112	Askar	Casey		14117
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 19	CLL	Collier	019	 	35	35	Donalds	Byron		8389
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 19	LEE	Lee	019	 	112	112	Donalds	Byron		15103
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 19	CLL	Collier	019	 	35	35	Eagle	Dane		3937
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 19	LEE	Lee	019	 	112	112	Eagle	Dane		18778
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 19	CLL	Collier	019	 	35	35	Figlesthaler	William	"Fig"	5811
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 19	LEE	Lee	019	 	112	112	Figlesthaler	William	"Fig"	13264
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 19	CLL	Collier	019	 	35	35	Henderson	Randy		950
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 19	LEE	Lee	019	 	112	112	Henderson	Randy		6908
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 19	CLL	Collier	019	 	35	35	Kowal	Daniel		448
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 19	LEE	Lee	019	 	112	112	Kowal	Daniel		687
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 19	CLL	Collier	019	 	35	35	McLaughlin	Christy		1515
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 19	LEE	Lee	019	 	112	112	McLaughlin	Christy		2730
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 19	CLL	Collier	019	 	35	35	Severson	Dan		986
08/18/2020	REP	Republican Party	USR	Representative in Congress, District 19	LEE	Lee	019	 	112	112	Severson	Dan		2211
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 19	CLL	Collier	019	 	35	35	Banyai	Cindy	Lyn	5605
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 19	LEE	Lee	019	 	112	112	Banyai	Cindy	Lyn	23160
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 19	CLL	Collier	019	 	35	35	Holden	David		5267
08/18/2020	DEM	Democratic Party	USR	Representative in Congress, District 19	LEE	Lee	019	 	112	112	Holden	David		15945
